客戶編號,性別,年齡,婚姻,扶養人數,城市,郵遞區號,緯度,經度,推薦次數,加入期間 (月),優惠方式,電話服務,平均長途話費,多線路服務,網路服務,網路連線類型,平均下載量( GB),線上安全服務,線上備份服務,設備保護計劃,技術支援計劃,電視節目,電影節目,音樂節目,無限資料下載,合約類型,無紙化計費,支付帳單方式,每月費用,總費用,總退款,額外數據費用,額外長途費用,總收入,客戶狀態,客戶流失類別,客戶離開原因,Age,Dependents,Total_Revenue,人口估計,CLV,CLV_Group,Churned
4628-WQCQQ,Male,37,No,0,Whittier,90603,33.945318,-117.992066,0,35,無優惠,Yes,25.51,No,Yes,Fiber Optic,16.0,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,85.15,3030.6,0.0,0,892.85,3923.45,Churned,Competitor,Competitor had better devices,37,0,3923.45,19109,3923.45,Mid CLV,True
4629-NRXKX,Female,47,Yes,0,El Monte,91731,34.079934,-118.046695,1,2,無優惠,Yes,46.23,No,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.4,147.15,0.0,0,92.46,239.61,Churned,Dissatisfaction,Network reliability,47,0,239.61,30211,239.61,Low CLV,True
4631-OACRM,Male,78,No,0,Lake Forest,92630,33.644849,-117.684254,0,15,無優惠,Yes,17.23,No,Yes,Fiber Optic,12.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.4,1156.1,0.0,0,258.45,1414.55,Churned,Competitor,Competitor offered higher download speeds,78,0,1414.55,59176,1414.55,Mid CLV,True
4632-PAOYU,Male,37,Yes,1,Anaheim,92808,33.850452,-117.726668,1,22,Offer D,Yes,37.4,No,No,,0.0,,,,,,,,,One Year,No,Credit Card,19.95,433.5,0.0,0,822.8,1256.3,Stayed,,,37,1,1256.3,19629,1256.3,Mid CLV,False
4632-XJMEX,Male,20,No,2,Fresno,93650,36.841655,-119.797113,0,53,Offer B,Yes,47.81,No,Yes,Cable,59.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,62.85,3419.5,0.0,0,2533.93,5953.43,Stayed,,,20,2,5953.43,3258,5953.43,High CLV,False
4633-MKHYU,Female,23,No,0,San Diego,92109,32.787836,-117.232376,0,9,Offer E,Yes,35.45,No,Yes,Fiber Optic,52.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,88.4,788.6,0.0,0,319.05,1107.65,Stayed,,,23,0,1107.65,46086,1107.65,Mid CLV,False
4634-JLRJT,Female,30,No,0,Ontario,91764,34.074087,-117.605618,0,1,Offer E,Yes,29.86,No,No,,0.0,,,,,,,,,Month-to-Month,Yes,Credit Card,20.35,20.35,0.0,0,29.86,50.21,Joined,,,30,0,50.21,49474,50.21,Low CLV,False
4635-EJYPD,Male,39,Yes,1,Tomales,94971,38.240769,-122.901041,2,32,無優惠,Yes,35.39,No,No,,0.0,,,,,,,,,Two Year,No,Credit Card,18.95,613.95,0.0,0,1132.48,1746.43,Stayed,,,39,1,1746.43,384,1746.43,Mid CLV,False
4636-JGAAI,Male,28,Yes,0,San Jose,95120,37.186141,-121.843554,10,34,無優惠,Yes,13.97,Yes,Yes,Fiber Optic,48.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,88.85,3000.25,0.0,0,474.98,3475.23,Stayed,,,28,0,3475.23,37090,3475.23,Mid CLV,False
4636-OLWOE,Male,20,No,2,Fortuna,95540,40.584991,-124.121504,0,54,Offer B,Yes,4.16,No,Yes,Cable,59.0,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,61.0,3283.05,0.0,0,224.64,3507.69,Stayed,,,20,2,3507.69,12241,3507.69,Mid CLV,False
4636-QRJKY,Female,64,Yes,0,Idyllwild,92549,33.755039,-116.741796,1,6,無優惠,Yes,36.12,Yes,Yes,Fiber Optic,23.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,502.85,0.0,0,216.72,719.57,Churned,Price,Price too high,64,0,719.57,3588,719.57,Low CLV,True
4636-TVXVG,Male,28,Yes,2,Woodacre,94973,38.005839,-122.638155,9,62,無優惠,Yes,47.96,No,No,,0.0,,,,,,,,,One Year,No,Bank Withdrawal,19.95,1244.8,0.0,0,2973.52,4218.32,Stayed,,,28,2,4218.32,1449,4218.32,High CLV,False
4640-UHDOS,Female,60,Yes,0,Phelan,92371,34.441123,-117.537886,3,13,Offer D,Yes,19.05,No,Yes,DSL,27.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,55.95,734.35,0.0,0,247.65,982.0,Churned,Competitor,Competitor had better devices,60,0,982.0,12463,982.0,Mid CLV,True
4641-FROLU,Female,49,Yes,1,La Honda,94020,37.285677,-122.224165,8,30,Offer C,Yes,11.6,No,No,,0.0,,,,,,,,,Two Year,No,Credit Card,19.3,602.9,0.0,0,348.0,950.9,Stayed,,,49,1,950.9,1622,950.9,Mid CLV,False
4644-OBGFZ,Male,43,Yes,3,San Francisco,94115,37.786031,-122.437301,5,55,無優惠,Yes,36.23,No,No,,0.0,,,,,,,,,One Year,No,Credit Card,19.5,1026.35,0.0,0,1992.65,3019.0,Stayed,,,43,3,3019.0,33122,3019.0,Mid CLV,False
4644-PIZRT,Male,36,Yes,3,Long Barn,95335,38.109125,-120.078597,5,17,無優惠,Yes,33.24,Yes,Yes,DSL,76.0,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.35,1201.65,0.0,0,565.08,1766.73,Stayed,,,36,3,1766.73,683,1766.73,Mid CLV,False
4646-QZXTF,Female,38,Yes,0,San Juan Bautista,95045,36.810568,-121.503022,4,7,無優惠,Yes,12.16,No,Yes,DSL,9.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,81.25,580.1,47.36,0,85.12,617.86,Stayed,,,38,0,617.86,3402,617.86,Low CLV,False
4647-MUZON,Female,56,Yes,0,Port Hueneme,93041,34.110124,-119.100972,9,18,Offer D,Yes,29.6,No,Yes,Fiber Optic,7.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.95,1745.5,6.72,0,532.8,2271.58,Stayed,,,56,0,2271.58,25634,2271.58,Mid CLV,False
4647-XXZAM,Female,41,Yes,1,Los Angeles,90037,34.002642,-118.287596,1,6,無優惠,Yes,29.41,No,Yes,DSL,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.5,285.2,0.0,0,176.46,461.66,Stayed,,,41,1,461.66,56709,461.66,Low CLV,False
4648-YPBTM,Male,35,No,0,Arcadia,91007,34.128284,-118.047732,0,53,無優惠,Yes,6.54,Yes,Yes,DSL,4.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,73.9,3958.25,0.0,0,346.62,4304.87,Stayed,,,35,0,4304.87,30933,4304.87,High CLV,False
4652-NNHNY,Male,32,Yes,0,Fellows,93224,35.215731,-119.57013,1,16,無優惠,Yes,17.96,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,1284.2,0.0,0,287.36,1571.56,Churned,Other,Don't know,32,0,1571.56,626,1571.56,Mid CLV,True
4652-ODEVH,Male,43,Yes,3,Dutch Flat,95714,39.197215,-120.83679,10,45,無優惠,Yes,47.31,Yes,No,,0.0,,,,,,,,,Two Year,No,Mailed Check,24.45,1088.25,0.0,0,2128.95,3217.2,Stayed,,,43,3,3217.2,350,3217.2,Mid CLV,False
4654-DLAMQ,Female,69,Yes,0,Warner Springs,92086,33.323705,-116.626907,9,64,無優惠,Yes,3.76,No,Yes,Fiber Optic,11.0,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,No,Bank Withdrawal,97.0,6430.9,0.0,0,240.64,6671.54,Stayed,,,69,0,6671.54,1205,6671.54,High CLV,False
4654-GGUII,Female,28,No,0,Smartville,95977,39.176595,-121.291692,0,18,無優惠,No,0.0,,Yes,DSL,48.0,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,0.0,711.95,0.0,90,0.0,801.95,Stayed,,,28,0,801.95,963,801.95,Low CLV,False
4654-ULTTN,Male,34,Yes,0,Fillmore,93015,34.408161,-118.865111,9,70,Offer A,Yes,8.28,Yes,Yes,DSL,5.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,74.8,5315.8,0.0,0,579.6,5895.400000000001,Stayed,,,34,0,5895.400000000001,16013,5895.400000000001,High CLV,False
4656-CAURT,Male,57,No,0,Phillipsville,95559,40.184094,-123.745487,0,69,無優惠,Yes,22.24,Yes,No,,0.0,,,,,,,,,Two Year,No,Bank Withdrawal,23.95,1713.1,0.0,0,1534.56,3247.66,Stayed,,,57,0,3247.66,163,3247.66,Mid CLV,False
4657-FWVFY,Female,51,Yes,2,Kings Beach,96143,39.246654,-120.029273,4,40,無優惠,Yes,29.42,Yes,Yes,Fiber Optic,23.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,96.35,3915.4,0.0,0,1176.8,5092.2,Stayed,,,51,2,5092.2,4806,5092.2,High CLV,False
4658-HCOHW,Female,52,Yes,0,Redwood Valley,95470,39.298065,-123.25211,1,21,無優惠,Yes,16.67,No,Yes,Fiber Optic,3.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.8,2110.15,0.0,0,350.07,2460.2200000000003,Churned,Competitor,Competitor had better devices,52,0,2460.2200000000003,5995,2460.2200000000003,Mid CLV,True
4659-NZRUF,Female,64,No,0,Oakland,94609,37.834341,-122.26437,0,19,Offer D,Yes,32.87,Yes,Yes,Fiber Optic,17.0,Yes,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.15,1789.25,0.0,120,624.53,2533.7799999999997,Churned,Price,Long distance charges,64,0,2533.7799999999997,21097,2533.7799999999997,Mid CLV,True
4660-IRIBM,Male,32,Yes,1,Crows Landing,95313,37.435664,-121.049056,1,18,Offer D,Yes,24.16,No,Yes,Fiber Optic,19.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,87.9,1500.5,0.0,0,434.88,1935.38,Stayed,,,32,1,1935.38,1508,1935.38,Mid CLV,False
4661-NJEUX,Male,42,No,0,Portola Valley,94028,37.369709,-122.215844,0,1,無優惠,Yes,3.23,No,No,,0.0,,,,,,,,,Month-to-Month,Yes,Credit Card,20.05,20.05,0.0,0,3.23,23.28,Joined,,,42,0,23.28,6601,23.28,Low CLV,False
4662-EKDPQ,Male,44,No,0,San Diego,92121,32.898613,-117.202937,0,2,無優惠,Yes,37.29,Yes,Yes,Cable,20.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.05,118.3,0.0,0,74.58,192.88,Churned,Competitor,Competitor made better offer,44,0,192.88,4258,192.88,Low CLV,True
4664-NJCMS,Female,52,Yes,0,San Francisco,94133,37.802071,-122.411004,7,33,Offer C,No,0.0,,Yes,DSL,7.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.55,2016.3,0.0,0,0.0,2016.3,Stayed,,,52,0,2016.3,26831,2016.3,Mid CLV,False
4667-OHGKG,Male,61,No,0,Summerland,93067,34.420998,-119.60137,0,1,無優惠,Yes,49.2,No,No,,0.0,,,,,,,,,Month-to-Month,Yes,Credit Card,19.3,19.3,0.0,0,49.2,68.5,Churned,Dissatisfaction,Service dissatisfaction,61,0,68.5,576,68.5,Low CLV,True
4667-QONEA,Female,72,Yes,0,Los Angeles,90064,34.037251,-118.423573,9,60,Offer B,Yes,48.9,No,Yes,Cable,16.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Credit Card,74.85,4456.35,0.0,0,2934.0,7390.35,Stayed,,,72,0,7390.35,24505,7390.35,High CLV,False
4670-TABXH,Male,53,Yes,0,Hawthorne,90250,33.914775,-118.348083,6,72,無優惠,Yes,22.95,Yes,Yes,Fiber Optic,17.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.75,7758.9,0.0,0,1652.4,9411.3,Stayed,,,53,0,9411.3,93315,9411.3,High CLV,False
4671-LXRDQ,Male,44,No,0,Salyer,95563,40.89866,-123.539754,0,2,無優惠,Yes,17.25,No,Yes,Cable,3.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.0,96.45,0.0,30,34.5,160.95,Churned,Competitor,Competitor had better devices,44,0,160.95,660,160.95,Low CLV,True
4671-VJLCL,Female,36,No,0,Los Angeles,90046,34.108455,-118.362081,0,63,Offer B,Yes,12.82,Yes,Yes,DSL,17.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,79.85,4861.45,0.0,0,807.66,5669.11,Stayed,,,36,0,5669.11,49839,5669.11,High CLV,False
4672-FOTSD,Male,54,No,0,Dorris,96023,41.949216,-122.050062,0,12,Offer D,Yes,45.8,Yes,Yes,DSL,4.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.25,832.3,0.0,0,549.6,1381.9,Stayed,,,54,0,1381.9,1162,1381.9,Mid CLV,False
4673-KKSLS,Female,56,No,0,Oakland,94605,37.758019,-122.138678,0,31,無優惠,Yes,40.92,No,Yes,Fiber Optic,20.0,Yes,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,87.6,2724.25,0.0,70,1268.52,4062.77,Stayed,,,56,0,4062.77,42854,4062.77,Mid CLV,False
4674-HGNUA,Male,57,Yes,3,Petrolia,95558,40.274302,-124.210902,6,71,Offer A,Yes,31.33,Yes,Yes,Cable,27.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.9,6457.15,0.0,0,2224.43,8681.58,Stayed,,,57,3,8681.58,300,8681.58,High CLV,False
4676-MQUEA,Male,80,Yes,0,Laguna Beach,92651,33.570023,-117.773669,9,50,無優惠,Yes,14.49,Yes,Yes,Fiber Optic,17.0,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,101.9,5265.5,0.0,0,724.5,5990.0,Stayed,,,80,0,5990.0,25206,5990.0,High CLV,False
4676-WLUHT,Male,51,No,0,Darwin,93522,36.319181,-117.593053,0,54,Offer B,No,0.0,,Yes,DSL,7.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,46.2,2431.95,0.0,0,0.0,2431.95,Stayed,,,51,0,2431.95,64,2431.95,Mid CLV,False
4678-DVQEO,Female,41,No,0,Bass Lake,93604,37.458367,-119.345011,0,1,無優惠,Yes,34.04,No,Yes,DSL,23.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,52.2,52.2,0.0,0,34.04,86.24000000000001,Churned,Competitor,Competitor made better offer,41,0,86.24000000000001,613,86.24000000000001,Low CLV,True
4680-KUTAJ,Female,73,No,0,Beverly Hills,90212,34.062095,-118.401508,0,11,無優惠,Yes,2.81,Yes,Yes,DSL,3.0,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,55.6,580.8,15.2,0,30.91,596.5099999999999,Stayed,,,73,0,596.5099999999999,11355,596.5099999999999,Low CLV,False
4682-BLBUC,Male,19,Yes,0,La Crescenta,91214,34.239636,-118.245259,1,44,無優惠,Yes,29.61,No,Yes,DSL,48.0,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.95,3250.45,24.92,0,1302.84,4528.37,Stayed,,,19,0,4528.37,29110,4528.37,High CLV,False
4683-WYDOU,Male,54,Yes,0,Rancho Palos Verdes,90275,33.753146,-118.367459,8,62,無優惠,Yes,34.62,Yes,Yes,Fiber Optic,28.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,107.6,6912.7,0.0,0,2146.44,9059.14,Stayed,,,54,0,9059.14,41263,9059.14,High CLV,False
4685-ERGHK,Male,45,No,0,Gasquet,95543,41.867908,-123.794144,0,57,Offer B,Yes,36.08,Yes,Yes,Fiber Optic,26.0,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,86.9,4939.25,0.0,0,2056.56,6995.8099999999995,Stayed,,,45,0,6995.8099999999995,532,6995.8099999999995,High CLV,False
4685-TFLLS,Male,39,Yes,3,Spreckels,93962,36.624641,-121.647195,1,18,Offer D,Yes,45.18,No,No,,0.0,,,,,,,,,One Year,No,Bank Withdrawal,19.8,342.3,0.0,0,813.24,1155.54,Stayed,,,39,3,1155.54,407,1155.54,Mid CLV,False
4686-GEFRM,Male,23,Yes,0,Pioneertown,92268,34.201108,-116.593456,5,70,Offer A,Yes,45.24,Yes,Yes,Fiber Optic,42.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.7,6858.9,0.0,0,3166.8,10025.7,Stayed,,,23,0,10025.7,354,10025.7,High CLV,False
4686-UXDML,Female,24,No,0,Cutler,93615,36.497895,-119.285484,0,21,無優惠,Yes,24.86,Yes,Yes,Fiber Optic,48.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.85,1992.55,0.0,0,522.06,2514.6099999999997,Stayed,,,24,0,2514.6099999999997,5519,2514.6099999999997,Mid CLV,False
4690-LLKUA,Male,68,No,0,San Diego,92130,32.957195,-117.202542,0,17,無優惠,Yes,40.93,No,Yes,DSL,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.05,770.6,0.0,0,695.81,1466.41,Churned,Competitor,Competitor made better offer,68,0,1466.41,28201,1466.41,Mid CLV,True
4690-PKDQG,Female,66,Yes,0,San Diego,92102,32.716007,-117.117462,3,42,無優惠,Yes,22.89,Yes,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.55,3930.6,0.0,0,961.38,4891.98,Stayed,,,66,0,4891.98,47140,4891.98,High CLV,False
4692-NNQRU,Female,49,Yes,0,Cloverdale,95425,38.801936,-122.938935,7,21,Offer D,Yes,14.51,No,Yes,Fiber Optic,20.0,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,79.2,1742.45,0.0,0,304.71,2047.16,Stayed,,,49,0,2047.16,9210,2047.16,Mid CLV,False
4693-VWVBO,Female,60,No,0,Valley Springs,95252,38.156971,-120.849231,0,3,無優惠,Yes,40.98,No,No,,0.0,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.55,61.05,0.0,0,122.94,183.99,Joined,,,60,0,183.99,11266,183.99,Low CLV,False
4694-PHWFW,Female,26,No,3,San Francisco,94105,37.789168,-122.395009,0,8,無優惠,Yes,45.87,No,No,,0.0,,,,,,,,,Month-to-Month,No,Mailed Check,19.95,170.9,0.0,0,366.96,537.86,Stayed,,,26,3,537.86,2066,537.86,Low CLV,False
4695-VADHF,Male,53,Yes,0,Oakland,94606,37.792489,-122.244314,1,18,無優惠,Yes,2.86,No,Yes,DSL,22.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,57.45,990.85,15.73,0,51.48,1026.6,Churned,Competitor,Competitor had better devices,53,0,1026.6,41876,1026.6,Mid CLV,True
4695-WJZUE,Female,68,No,0,Irvine,92606,33.703976,-117.824172,0,2,無優惠,Yes,21.57,Yes,Yes,Fiber Optic,28.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.55,179.25,0.0,0,43.14,222.39,Churned,Competitor,Competitor had better devices,68,0,222.39,17621,222.39,Low CLV,True
4697-LUPSU,Male,22,Yes,0,Grover Beach,93433,35.120833,-120.61843,6,2,無優惠,Yes,38.41,No,No,,0.0,,,,,,,,,One Year,No,Credit Card,20.2,34.75,0.0,0,76.82,111.57,Joined,,,22,0,111.57,13106,111.57,Low CLV,False
4698-KVLLG,Female,66,No,0,San Quentin,94964,37.942551,-122.491642,0,51,無優惠,Yes,47.46,No,No,,0.0,,,,,,,,,Two Year,No,Credit Card,19.6,967.9,0.0,0,2420.46,3388.36,Stayed,,,66,0,3388.36,6448,3388.36,Mid CLV,False
4700-UBQMV,Male,42,Yes,3,Stockton,95206,37.902422,-121.440029,6,21,無優惠,Yes,31.55,Yes,Yes,DSL,23.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.9,1549.75,0.0,0,662.55,2212.3,Stayed,,,42,3,2212.3,49657,2212.3,Mid CLV,False
4701-AHWMW,Male,30,Yes,0,Susanville,96130,40.559177,-120.612113,1,55,無優惠,No,0.0,,Yes,DSL,42.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,54.55,2978.3,0.0,50,0.0,3028.3,Churned,Attitude,Attitude of service provider,30,0,3028.3,19440,3028.3,Mid CLV,True
4701-LKOZD,Female,64,No,0,Foresthill,95631,39.031876,-120.811141,0,70,無優惠,Yes,29.53,Yes,Yes,Cable,7.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,89.75,6367.2,0.0,110,2067.1,8544.3,Stayed,,,64,0,8544.3,5714,8544.3,High CLV,False
4701-MLJPN,Male,60,No,0,Fresno,93702,36.739385,-119.753649,0,31,Offer C,Yes,1.53,No,Yes,DSL,6.0,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,55.25,1715.65,0.0,10,47.43,1773.0800000000002,Churned,Attitude,Attitude of support person,60,0,1773.0800000000002,47999,1773.0800000000002,Mid CLV,True
4702-HDRKD,Male,30,No,0,Knights Landing,95645,38.875508,-121.765866,0,67,Offer A,No,0.0,,Yes,Cable,85.0,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,49.35,3321.35,0.0,0,0.0,3321.35,Stayed,,,30,0,3321.35,1793,3321.35,Mid CLV,False
4702-IOQDC,Female,58,No,0,Gustine,95322,37.147198,-121.120161,0,1,Offer E,Yes,46.17,No,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.1,70.1,0.0,0,46.17,116.27,Churned,Competitor,Competitor offered higher download speeds,58,0,116.27,7872,116.27,Low CLV,True
4703-MQYKT,Male,43,No,0,Escondido,92025,33.081478,-117.033814,0,21,無優惠,Yes,16.81,No,No,,0.0,,,,,,,,,Two Year,No,Mailed Check,19.6,390.4,0.0,0,353.01,743.41,Stayed,,,43,0,743.41,49281,743.41,Low CLV,False
4704-ERYFC,Female,19,Yes,0,Knights Landing,95645,38.875508,-121.765866,1,22,無優惠,Yes,32.11,No,Yes,Fiber Optic,52.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,1554.0,0.0,0,706.42,2260.42,Churned,Competitor,Competitor offered higher download speeds,19,0,2260.42,1793,2260.42,Mid CLV,True
4706-AXVKM,Female,78,No,0,Stevenson Ranch,91381,34.364153,-118.615583,0,11,無優惠,Yes,4.1,Yes,Yes,Fiber Optic,5.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.8,906.85,0.0,0,45.1,951.95,Churned,Price,Extra data charges,78,0,951.95,9937,951.95,Mid CLV,True
4706-DGAHW,Male,73,No,0,California Hot Springs,93207,35.865795,-118.69759,0,1,Offer E,Yes,49.34,No,Yes,DSL,15.0,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,45.2,45.2,0.0,0,49.34,94.54,Joined,,,73,0,94.54,226,94.54,Low CLV,False
4707-MAXGU,Male,36,Yes,0,Canyon Country,91351,34.422519,-118.420717,1,72,無優惠,Yes,36.03,Yes,No,,0.0,,,,,,,,,Two Year,No,Credit Card,25.85,1872.2,5.73,0,2594.16,4460.63,Stayed,,,36,0,4460.63,59259,4460.63,High CLV,False
4707-YNOQA,Female,57,Yes,1,Burnt Ranch,95527,40.854512,-123.450097,6,34,無優惠,Yes,25.69,Yes,No,,0.0,,,,,,,,,One Year,Yes,Credit Card,25.6,917.15,0.0,0,873.46,1790.61,Stayed,,,57,1,1790.61,485,1790.61,Mid CLV,False
4709-LKHYG,Female,23,Yes,0,Tarzana,91356,34.157137,-118.548511,6,29,Offer C,Yes,27.72,No,No,,0.0,,,,,,,,,One Year,No,Bank Withdrawal,20.0,540.05,0.0,0,803.88,1343.9299999999998,Stayed,,,23,0,1343.9299999999998,27424,1343.9299999999998,Mid CLV,False
4710-FDUIZ,Male,50,Yes,0,Santa Ana,92707,33.714829,-117.872941,2,56,無優惠,Yes,26.15,Yes,Yes,Fiber Optic,7.0,No,Yes,No,No,Yes,Yes,Yes,No,One Year,No,Credit Card,100.3,5614.45,0.0,100,1464.4,7178.85,Churned,Competitor,Competitor offered more data,50,0,7178.85,62634,7178.85,High CLV,True
4710-NKCAW,Male,42,Yes,2,El Cajon,92019,32.785165,-116.862648,7,5,無優惠,Yes,17.37,Yes,Yes,DSL,15.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,64.4,316.9,0.0,0,86.85,403.75,Stayed,,,42,2,403.75,40995,403.75,Low CLV,False
4712-AUQZO,Male,53,No,0,Pinole,94564,37.996462,-122.293716,0,18,無優惠,No,0.0,,Yes,DSL,30.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,33.6,550.35,0.0,0,0.0,550.35,Stayed,,,53,0,550.35,16717,550.35,Low CLV,False
4712-UYOOI,Female,21,Yes,3,Santa Cruz,95060,36.993451,-122.098858,4,20,無優惠,Yes,38.6,No,No,,0.0,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.0,417.65,9.73,0,772.0,1179.92,Stayed,,,21,3,1179.92,43192,1179.92,Mid CLV,False
4713-LZDRV,Female,80,No,0,Malibu,90263,34.037037,-118.705803,0,2,Offer E,Yes,31.91,No,Yes,Cable,30.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.6,195.05,0.0,0,63.82,258.87,Churned,Price,Long distance charges,80,0,258.87,11,258.87,Low CLV,True
4713-ZBURT,Male,33,No,2,Brisbane,94005,37.684694,-122.40712,0,45,無優惠,Yes,23.54,Yes,Yes,Fiber Optic,12.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,99.7,4634.35,0.0,0,1059.3,5693.650000000001,Stayed,,,33,2,5693.650000000001,3635,5693.650000000001,High CLV,False
4716-HHKQH,Male,68,Yes,0,Pomona,91767,34.083086,-117.737997,3,20,無優惠,Yes,27.56,Yes,Yes,Fiber Optic,3.0,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,107.05,2172.05,0.0,0,551.2,2723.25,Stayed,,,68,0,2723.25,46626,2723.25,Mid CLV,False
4716-MRVEN,Female,30,No,0,Parlier,93648,36.622237,-119.521126,0,29,Offer C,Yes,32.43,No,No,,0.0,,,,,,,,,One Year,No,Credit Card,20.0,599.3,0.0,0,940.47,1539.77,Stayed,,,30,0,1539.77,12587,1539.77,Mid CLV,False
4717-GHADL,Female,39,No,0,Callahan,96014,41.388397,-122.794636,0,50,Offer B,Yes,48.45,Yes,Yes,DSL,14.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,79.6,4024.2,0.0,0,2422.5,6446.7,Stayed,,,39,0,6446.7,290,6446.7,High CLV,False
